iter	Logloss
0	0.6574319098
1	0.6178642621
2	0.5829659099
3	0.5469499765
4	0.5114036163
5	0.4844293906
6	0.4594409115
7	0.4384049264
8	0.412318055
9	0.3881969209
10	0.3662967405
11	0.3446363234
12	0.3245671617
13	0.3066493593
14	0.2903931226
15	0.2760348011
16	0.2622503795
17	0.2531666434
18	0.2383925761
19	0.2249239239
20	0.2141138806
21	0.2036186715
22	0.1939908082
23	0.184818837
24	0.1769655296
25	0.1692569421
26	0.1621256933
27	0.1543199644
28	0.1477333225
29	0.1404705903
30	0.1341973921
31	0.129837402
32	0.1244050507
33	0.1198021765
34	0.1154196407
35	0.1107283439
36	0.1057949137
37	0.1017341703
38	0.0984541377
39	0.09478420289
40	0.09218778278
41	0.08969272095
42	0.08700292031
43	0.08385570323
44	0.08126856058
45	0.07862729626
46	0.0759749306
47	0.07381072904
48	0.07147182542
49	0.06955409698
50	0.06722030242
51	0.06514683443
52	0.0635941687
53	0.06185321464
54	0.06006894988
55	0.05819364735
56	0.05635137805
57	0.0549614104
58	0.05324860693
59	0.05205583148
60	0.05025537474
61	0.04923608682
62	0.04811375538
63	0.04712124788
64	0.04604248373
65	0.04516312153
66	0.04464754988
67	0.04385870153
68	0.04276909719
69	0.04208518013
70	0.04123327472
71	0.04066551257
72	0.03980710036
73	0.03935195952
74	0.03902175552
75	0.0381584887
76	0.0378736033
77	0.03688672854
78	0.03637804161
79	0.03573261772
80	0.03551361048
81	0.03503832434
82	0.03428455622
83	0.03377709676
84	0.03296746168
85	0.03267999308
86	0.03213516737
87	0.03177494125
88	0.03159101305
89	0.03131977345
90	0.03087585786
91	0.03034742323
92	0.02972479784
93	0.02939443401
94	0.02906004111
95	0.02891274118
96	0.02862583031
97	0.02853957402
98	0.02835222514
99	0.02819250584
100	0.02792745678
101	0.02783201486
102	0.02747317814
103	0.02687439953
104	0.02640510939
105	0.02633670165
106	0.02629478854
107	0.02604611149
108	0.02586288431
109	0.02575486081
110	0.02559530448
111	0.02539136253
112	0.0252641839
113	0.02520397595
114	0.02474378147
115	0.02455557335
116	0.02443701757
117	0.02426885776
118	0.02421265548
119	0.02408162209
120	0.02363805241
121	0.02350649659
122	0.0233210491
123	0.02321545179
124	0.02310161537
125	0.02286395383
126	0.0226628002
127	0.02257372088
128	0.02243715106
129	0.02224048843
130	0.0220489563
131	0.02198105907
132	0.02195338777
133	0.02193552179
134	0.02184272356
135	0.0218062523
136	0.0217216604
137	0.02168261889
138	0.02148469423
139	0.02144006192
140	0.0213981497
141	0.02121077549
142	0.02104382901
143	0.02102619765
144	0.02075024539
145	0.02072933785
146	0.02071376548
147	0.02060141335
148	0.0205805222
149	0.02048111319
150	0.0203917349
151	0.02029030489
152	0.02025319606
153	0.02022024737
154	0.02004572914
155	0.02002151532
156	0.01999748606
157	0.01986827228
158	0.01969510695
159	0.0196017577
160	0.01955594379
161	0.01953091781
162	0.01941901287
163	0.01931385367
164	0.01927930822
165	0.01921131297
166	0.01919716308
167	0.01899273937
168	0.01896598182
169	0.01887424169
170	0.01885271743
171	0.01880887969
172	0.01857645904
173	0.01853029134
174	0.01824958307
175	0.01796727939
176	0.01776277896
177	0.01769751498
178	0.01765701243
179	0.01758540969
180	0.01754937728
181	0.01747781997
182	0.01744998823
183	0.01734831079
184	0.01716238407
185	0.01714924953
186	0.01706647292
187	0.01691169182
188	0.01690218353
189	0.01680277422
190	0.01670145057
191	0.01650377051
192	0.01643099482
193	0.01639839665
194	0.01622536822
195	0.01618102684
196	0.01598076968
197	0.01597117007
198	0.01594947644
199	0.01587209713
200	0.01584605879
201	0.01582407363
202	0.01576040969
203	0.015720653
204	0.01568537718
205	0.01553388046
206	0.01537913242
207	0.01536644388
208	0.01529719821
209	0.01527773146
210	0.01501836958
211	0.01498204967
212	0.01490301551
213	0.01483373216
214	0.01479251189
215	0.01475289091
216	0.01474526583
217	0.0144813559
218	0.0143154483
219	0.01427586516
220	0.01423796145
221	0.01422177654
222	0.01420891758
223	0.01418544828
224	0.01402751225
225	0.01398881634
226	0.01394596833
227	0.01380060882
228	0.01378835331
229	0.01374751275
230	0.01371827076
231	0.01353969458
232	0.01350109386
233	0.01347502214
234	0.01344870731
235	0.01333105665
236	0.01324943139
237	0.01322806012
238	0.013204306
239	0.01319682185
240	0.01316920283
241	0.01313964086
242	0.01310041702
243	0.01306821495
244	0.01302866145
245	0.01302060035
246	0.01296567664
247	0.01294882824
248	0.01279938173
249	0.01268595943
250	0.01266404667
251	0.01265556162
252	0.01259926564
253	0.01249701662
254	0.01241114392
255	0.01236586197
256	0.01235230704
257	0.01221043227
258	0.0121966241
259	0.01216948327
260	0.01215165781
261	0.01211542295
262	0.01194035325
263	0.01191339326
264	0.01187690889
265	0.01185666841
266	0.01173303769
267	0.0116781956
268	0.01154432711
269	0.01153204851
270	0.01150569809
271	0.01148888589
272	0.01147189896
273	0.01145886273
274	0.01145022901
275	0.01134902274
276	0.01133320965
277	0.01130199656
278	0.01127001361
279	0.0112623577
280	0.01123425589
281	0.01121631081
282	0.01118783301
283	0.01116062946
284	0.01111578934
285	0.01111148842
286	0.01110236178
287	0.01102253378
288	0.01101182782
289	0.01099279336
290	0.01098798953
291	0.01097424438
292	0.01096424167
293	0.01095163089
294	0.01091824856
295	0.01091014322
296	0.010896379
297	0.01087425307
298	0.0108422737
299	0.01080152073
300	0.01079633094
301	0.01078769931
302	0.01076959871
303	0.01074262307
304	0.01060371703
305	0.01056346458
306	0.01054020443
307	0.01049692308
308	0.01048072149
309	0.0104534156
310	0.01040502237
311	0.01027062311
312	0.01025222607
313	0.01023820146
314	0.01021049217
315	0.01020463233
316	0.01010693032
317	0.01009367317
318	0.01007239411
319	0.01005038125
320	0.01004005588
321	0.009927460791
322	0.009906897952
323	0.009862607362
324	0.009828107501
325	0.009813930794
326	0.009771907452
327	0.009627776457
328	0.009606998662
329	0.009595647226
330	0.009475368963
331	0.00937908495
332	0.009341303239
333	0.009329882535
334	0.009323602466
335	0.009319438744
336	0.009308993314
337	0.009303355731
338	0.009296002071
339	0.009182212726
340	0.009172151924
341	0.009134187433
342	0.009128861634
343	0.009111343045
344	0.009089045359
345	0.009085626611
346	0.009075593963
347	0.009052186636
348	0.009041976273
349	0.009030916958
350	0.009010715211
351	0.008993183513
352	0.008984240693
353	0.008890186537
354	0.008859601925
355	0.008847803445
356	0.008829926744
357	0.008796437313
358	0.008759796526
359	0.008750893927
360	0.008739375949
361	0.008690719789
362	0.008682017548
363	0.008667428059
364	0.008657054132
365	0.008639544481
366	0.008630105906
367	0.008624427805
368	0.008616499587
369	0.008581392395
370	0.008564831204
371	0.008554978059
372	0.008482509835
373	0.0083758799
374	0.00837028075
375	0.008272912718
376	0.008263329497
377	0.008258686405
378	0.008250454
379	0.00822226132
380	0.008214823196
381	0.008191222215
382	0.008191207765
383	0.008183166482
384	0.008162507859
385	0.008132260801
386	0.008043137538
387	0.008027965447
388	0.008021624004
389	0.007965851486
390	0.007960725598
391	0.007877840246
392	0.007854115028
393	0.00783997735
394	0.007778671524
395	0.007750224263
396	0.007704766085
397	0.007679992897
398	0.007601018177
399	0.00759210515
400	0.007524019329
401	0.007517765031
402	0.007503900555
403	0.007498811908
404	0.007459497348
405	0.00740883865
406	0.007400825671
407	0.007392386502
408	0.007384571646
409	0.007379770353
410	0.007291220457
411	0.007212890457
412	0.007208477218
413	0.007198573127
414	0.007192549576
415	0.007171207948
416	0.007164798875
417	0.007157740016
418	0.007148755487
419	0.007142982644
420	0.00713190158
421	0.007118792208
422	0.007094993996
423	0.007081523235
424	0.007072133222
425	0.007020906671
426	0.007017059201
427	0.006948796111
428	0.006933689415
429	0.006929154621
430	0.006921720669
431	0.00692172335
432	0.006903749673
433	0.006884472849
434	0.006788626644
435	0.006778324071
436	0.006727426434
437	0.006721233063
438	0.006700618831
439	0.006696052605
440	0.006688728738
441	0.006683109478
442	0.006652687684
443	0.006647670839
444	0.006635877424
445	0.006550480969
446	0.00654562575
447	0.006468646268
448	0.006468646268
449	0.006461256409
450	0.006453347854
451	0.006449874287
452	0.006443635034
453	0.006434319355
454	0.006428933077
455	0.006423210733
456	0.006414636304
457	0.006404034758
458	0.006397992736
459	0.00639093209
460	0.006326282743
461	0.006320568145
462	0.006313469067
463	0.006253290459
464	0.006169197597
465	0.006165849459
466	0.006161917973
467	0.006089252816
468	0.006087124999
469	0.006068963179
470	0.006053386201
471	0.00599926779
472	0.005988982945
473	0.005932510588
474	0.005926116412
475	0.005859739369
476	0.005859740262
477	0.005858062022
478	0.005854099253
479	0.005782786402
480	0.005749251983
481	0.005742524721
482	0.005741888044
483	0.005737413432
484	0.005711332629
485	0.005704537439
486	0.005688054753
487	0.005678069923
488	0.005610585473
489	0.005598751689
490	0.00559469835
491	0.005588138822
492	0.00553915345
493	0.005532799494
494	0.005532793833
495	0.005528107393
496	0.005521792168
497	0.005516727356
498	0.005516703521
499	0.005500566732
500	0.00549702911
501	0.005439884325
502	0.005428425039
503	0.005420630889
504	0.005420648467
505	0.005416161639
506	0.005410324592
507	0.005407324436
508	0.005399167109
509	0.005395094405
510	0.005395095001
511	0.005390018271
512	0.005390031678
513	0.005335172911
514	0.005326687266
515	0.005272604607
516	0.005272523272
517	0.005228904812
518	0.005224694762
519	0.005220239813
520	0.005177474327
521	0.005177493693
522	0.00516718978
523	0.005163393256
524	0.005154921017
525	0.005154926976
526	0.005105114251
527	0.005100914628
528	0.005090980446
529	0.005082911009
530	0.005071273263
531	0.005059289917
532	0.005059261614
533	0.005055691219
534	0.005055675727
535	0.005052000163
536	0.005047962912
537	0.005047218683
538	0.005047208255
539	0.005040337689
540	0.005035550845
541	0.005005538259
542	0.005000485066
543	0.004991759884
544	0.004988758536
545	0.00498353314
546	0.004983554591
547	0.004983554591
548	0.004935637596
549	0.004888814898
550	0.004884418045
551	0.004884399276
552	0.004884406724
553	0.004877010311
554	0.004869755117
555	0.004859437201
556	0.004855162797
557	0.004855156541
558	0.004852326502
559	0.004849985368
560	0.004846904174
561	0.004807647412
562	0.004791228781
563	0.004746935808
564	0.004746924784
565	0.00473761417
566	0.004737612681
567	0.004734435852
568	0.004723909683
569	0.004687029211
570	0.004686985713
571	0.004681765084
572	0.004671839244
573	0.004671824049
574	0.004671830604
575	0.004671820772
576	0.004671798129
577	0.004667145355
578	0.004659446244
579	0.00465944684
580	0.004653997996
581	0.004612437638
582	0.004612431978
583	0.00460425171
584	0.004604247837
585	0.004600267193
586	0.004596641979
587	0.004587160651
588	0.00458421591
589	0.004580183723
590	0.004577773469
591	0.004577792834
592	0.004557877993
593	0.004557880675
594	0.004554044228
595	0.004554032609
596	0.004549962586
597	0.004509704182
598	0.004509705076
599	0.004467910545
600	0.00446383933
601	0.00446383933
602	0.004457669793
603	0.004439961422
604	0.004406456499
605	0.004395417592
606	0.004388421299
607	0.004388421299
608	0.004388396571
609	0.004388406701
610	0.004384066157
611	0.004384069136
612	0.004384061092
613	0.004377673172
614	0.004377673172
615	0.004377675555
616	0.004371067465
617	0.00436405717
618	0.004346500446
619	0.004346500446
620	0.004344311851
621	0.004340681274
622	0.004340678295
623	0.004303965558
624	0.004302113624
625	0.004300200615
626	0.00430017261
627	0.00430017261
628	0.00430017261
629	0.004300175291
630	0.004300180058
631	0.004300180058
632	0.004300165161
633	0.004300138348
634	0.004300143413
635	0.004300146094
636	0.004296797955
637	0.004258983175
638	0.004258985558
639	0.00424824905
640	0.004243699062
641	0.004243679398
642	0.004237820304
643	0.004237820304
644	0.00423780511
645	0.00423780511
