iter	Logloss
646	0.004237808387
647	0.004232005006
648	0.004231989514
649	0.004231985939
650	0.004231980874
651	0.004231974618
652	0.004231974618
653	0.004231974618
654	0.004231974618
655	0.004192659461
656	0.004192659461
657	0.004192659461
658	0.004192656184
659	0.004192645756
660	0.004192638904
661	0.004192632349
662	0.004192621922
663	0.004192631158
664	0.004192617751
665	0.004192596896
666	0.004192591831
667	0.004156930191
668	0.004156915891
669	0.004156896823
670	0.004150429654
671	0.004144085232
672	0.004144082253
673	0.004144072123
674	0.004144069442
675	0.004144058418
676	0.004138174298
677	0.004133641887
678	0.00413362282
679	0.004133629672
680	0.004131837325
681	0.00413180783
682	0.004131800381
683	0.004131800381
684	0.004131800381
685	0.004131800381
686	0.004094891308
687	0.004094891606
688	0.004052258998
689	0.004052265552
690	0.004052245889
691	0.004052258402
692	0.004052259296
693	0.004052269425
694	0.004052258998
695	0.004052258104
696	0.004052247676
697	0.004052262573
698	0.004052265254
699	0.004052268829
700	0.004052250954
701	0.004047070247
702	0.00404704969
703	0.004047061905
704	0.004047051775
705	0.004047052669
706	0.004047047306
707	0.004047050583
708	0.004040504463
709	0.004040515188
710	0.004035282046
711	0.004035282046
712	0.00403526983
713	0.004018616431
714	0.004018598853
715	0.004018615835
716	0.004018597959
717	0.004018589021
718	0.004018581573
719	0.004018581573
720	0.004018581573
721	0.004018581573
722	0.004018581573
723	0.004018581573
724	0.004018581573
725	0.004018581573
726	0.004018581573
727	0.004018581573
728	0.004018566378
729	0.00401856906
730	0.004018562803
731	0.004018557142
732	0.004018549098
733	0.004018549098
734	0.004018549098
735	0.004018549098
736	0.004018549098
737	0.004018549098
738	0.004018549098
739	0.004018549098
740	0.004018549098
741	0.004018549098
742	0.004018549098
743	0.004018549098
744	0.004018549098
745	0.004018549098
746	0.004018549098
747	0.004018549098
748	0.004018549098
749	0.004018549098
750	0.004018549098
751	0.0040185488
752	0.0040185488
753	0.0040185488
754	0.0040185488
755	0.0040185488
756	0.0040185488
757	0.0040185488
758	0.0040185488
759	0.0040185488
760	0.0040185488
761	0.0040185488
762	0.0040185488
763	0.0040185488
764	0.0040185488
765	0.0040185488
766	0.0040185488
767	0.0040185488
768	0.004010748394
769	0.004010736775
770	0.004010736775
771	0.004010736775
772	0.004010736775
773	0.004010736775
774	0.004010736775
775	0.003979127581
776	0.003979123708
777	0.003979121026
778	0.003979116557
779	0.003979104044
780	0.003979112684
781	0.003971419235
782	0.003971406722
783	0.00397140553
784	0.003971408807
785	0.003971406424
786	0.003971400167
787	0.00397138825
788	0.003971377822
789	0.003971378418
790	0.003971371268
791	0.003971364713
792	0.003971370076
793	0.003971357861
794	0.003971364118
795	0.003970690498
796	0.003970686922
797	0.003970683943
798	0.003970697648
799	0.003970687518
800	0.003970703904
801	0.003970673516
802	0.003970684241
803	0.003970682453
804	0.003970668451
805	0.003970672622
806	0.003970675899
807	0.003970662492
808	0.003970677091
809	0.003970655938
810	0.003970647894
811	0.003970653554
812	0.003970658917
813	0.003970655342
814	0.003963996902
815	0.003963997199
816	0.003963973961
817	0.00393303511
818	0.00393303511
819	0.003933022001
820	0.003933034216
821	0.003933022894
822	0.003933019915
823	0.003933028853
824	0.003933013063
825	0.003933005614
826	0.003933016638
827	0.003933024384
828	0.003933024384
829	0.0039330077
830	0.003932957052
831	0.003932949604
832	0.003932946922
833	0.0039329645
834	0.003932951093
835	0.003932946922
836	0.003932953179
837	0.003932946922
838	0.003932927259
839	0.003932935303
840	0.003932930238
841	0.003932934707
842	0.00393293858
843	0.003932930834
844	0.003932936495
845	0.003932926067
846	0.003932905808
847	0.003932924875
848	0.003932918619
849	0.003932915044
850	0.003932923088
851	0.003932906702
852	0.003932906702
853	0.003932917725
854	0.003932917725
855	0.003932895976
856	0.003932895976
857	0.00393290551
858	0.00393290551
859	0.00393290551
860	0.00393290551
861	0.00393290551
862	0.00393290551
863	0.00393290551
864	0.00393290551
865	0.00393290551
866	0.00393290551
867	0.00393290551
868	0.00393290551
869	0.00393290551
870	0.00393290551
871	0.00393290551
872	0.00393290551
873	0.00393290551
874	0.00393290551
875	0.00393290551
876	0.00393290551
877	0.003932900743
878	0.003932900743
879	0.003932900743
880	0.003932900743
881	0.003932900743
882	0.003932900743
883	0.003932900743
884	0.003932900743
885	0.003932900743
886	0.003932896274
887	0.003932884655
888	0.003932878398
889	0.003932888528
890	0.00393288108
891	0.003932887932
892	0.00393288972
893	0.003932866481
894	0.003932879888
895	0.003932889422
896	0.003925576727
897	0.003925576131
898	0.003925562426
899	0.003925574939
900	0.003925572854
901	0.003925572854
902	0.003925572854
903	0.003925565406
904	0.003925558553
905	0.003925558255
906	0.003925558851
907	0.003925556468
908	0.003925556468
909	0.003925526377
910	0.003925531442
911	0.00392550433
912	0.003925507309
913	0.003925455171
914	0.003925486752
915	0.003925467387
916	0.003925443254
917	0.00392541793
918	0.003925414653
919	0.003925383966
920	0.00392537771
921	0.003925372049
922	0.003925373837
923	0.003925370261
924	0.003925377412
925	0.003925369963
926	0.003925361919
927	0.003925355663
928	0.003925363409
929	0.003925354769
930	0.003925328551
931	0.003925316038
932	0.003925303823
933	0.003925302333
934	0.003925298162
935	0.003925302035
936	0.003925294885
937	0.003925288033
938	0.003925287735
939	0.003925295183
940	0.003925283862
941	0.003925279095
942	0.00392528416
943	0.003925273732
944	0.003925280286
945	0.003925269263
946	0.003925270157
947	0.003925270753
948	0.003925264198
949	0.003925252877
950	0.003925260623
951	0.003925255558
952	0.003925243939
953	0.003925224574
954	0.003925207592
955	0.003925215934
956	0.003925207592
957	0.00392520491
958	0.003925214444
959	0.003925201931
960	0.003925186438
961	0.003925182267
962	0.003925179586
963	0.003925177501
964	0.003925165285
965	0.003925159327
966	0.003925150985
967	0.00392515456
968	0.003925160816
969	0.003925144728
970	0.003925139663
971	0.003925128342
972	0.003925124469
973	0.003925105104
974	0.003925107487
975	0.003925109275
976	0.003925109573
977	0.003925105997
978	0.00392511136
979	0.003925098847
980	0.00392509408
981	0.00392509259
982	0.003925084248
983	0.003925095272
984	0.003925097953
985	0.003925094676
986	0.003925102124
987	0.003925096166
988	0.003925083653
989	0.003925078588
990	0.003925080673
991	0.003925047007
992	0.003925043134
993	0.003925006787
994	0.003924976696
995	0.003924977292
996	0.003924982654
997	0.003924976398
998	0.003924961799
999	0.003924960905
